user_id,event_type,timestamp
768,page_view,2026-04-04 21:29:18
827,checkout,2026-04-04 20:11:18
837,page_view,2026-04-04 18:41:18
127,page_view,2026-04-05 04:44:18
725,checkout,2026-04-05 11:07:18
406,checkout,2026-04-05 06:51:18
938,checkout,2026-04-05 12:54:18
500,checkout,2026-04-05 01:58:18
481,add_to_cart,2026-04-04 19:53:18
920,page_view,2026-04-05 15:41:18
279,page_view,2026-04-05 12:15:18
474,checkout,2026-04-05 04:29:18
935,page_view,2026-04-05 14:54:18
473,checkout,2026-04-05 02:43:18
2,checkout,2026-04-05 02:17:18
286,purchase,2026-04-05 07:22:18
498,page_view,2026-04-04 22:52:18
338,page_view,2026-04-05 07:24:18
661,page_view,2026-04-05 03:21:18
936,page_view,2026-04-05 15:07:18
201,page_view,2026-04-04 18:22:18
479,page_view,2026-04-05 11:06:18
692,page_view,2026-04-05 12:22:18
649,checkout,2026-04-05 00:25:18
44,page_view,2026-04-04 22:48:18
720,page_view,2026-04-05 15:10:18
481,checkout,2026-04-05 00:33:18
953,page_view,2026-04-04 21:16:18
268,page_view,2026-04-04 20:34:18
42,page_view,2026-04-05 15:11:18
615,page_view,2026-04-05 12:57:18
481,page_view,2026-04-05 05:17:18
725,add_to_cart,2026-04-04 17:39:18
568,page_view,2026-04-05 01:44:18
614,page_view,2026-04-05 14:18:18
499,add_to_cart,2026-04-04 20:33:18
945,page_view,2026-04-05 15:11:18
856,page_view,2026-04-04 22:31:18
450,add_to_cart,2026-04-05 02:59:18
668,add_to_cart,2026-04-05 00:20:18
147,page_view,2026-04-04 23:58:18
962,add_to_cart,2026-04-05 12:37:18
371,add_to_cart,2026-04-04 20:48:18
177,page_view,2026-04-05 16:32:18
269,page_view,2026-04-04 19:38:18
977,checkout,2026-04-04 20:19:18
700,purchase,2026-04-04 21:20:18
252,page_view,2026-04-05 04:14:18
897,page_view,2026-04-05 03:54:18
808,add_to_cart,2026-04-05 09:50:18
968,purchase,2026-04-05 11:20:18
900,page_view,2026-04-05 02:07:18
137,page_view,2026-04-05 14:26:18
588,page_view,2026-04-04 18:11:18
654,page_view,2026-04-05 04:08:18
579,page_view,2026-04-05 09:00:18
630,add_to_cart,2026-04-04 19:44:18
916,checkout,2026-04-05 00:16:18
211,purchase,2026-04-05 00:21:18
195,checkout,2026-04-05 09:46:18
113,page_view,2026-04-05 09:50:18
105,add_to_cart,2026-04-04 19:44:18
687,page_view,2026-04-05 11:39:18
434,checkout,2026-04-04 22:14:18
87,page_view,2026-04-05 11:22:18
129,page_view,2026-04-05 06:20:18
899,page_view,2026-04-05 01:05:18
852,checkout,2026-04-05 10:04:18
481,page_view,2026-04-04 22:03:18
250,page_view,2026-04-05 01:15:18
302,add_to_cart,2026-04-05 01:06:18
889,page_view,2026-04-05 16:20:18
625,page_view,2026-04-04 18:22:18
303,page_view,2026-04-05 15:59:18
530,page_view,2026-04-05 05:11:18
726,add_to_cart,2026-04-05 14:18:18
963,page_view,2026-04-05 15:12:18
345,purchase,2026-04-05 09:07:18
203,checkout,2026-04-05 17:25:18
890,add_to_cart,2026-04-05 12:19:18
549,page_view,2026-04-04 20:29:18
870,page_view,2026-04-05 07:45:18
571,add_to_cart,2026-04-05 11:30:18
700,add_to_cart,2026-04-05 15:42:18
844,checkout,2026-04-05 05:33:18
891,checkout,2026-04-05 01:30:18
445,page_view,2026-04-05 05:18:18
890,checkout,2026-04-05 07:15:18
735,checkout,2026-04-05 06:16:18
247,page_view,2026-04-05 03:13:18
588,add_to_cart,2026-04-05 12:52:18
552,purchase,2026-04-05 11:05:18
833,page_view,2026-04-05 05:56:18
426,checkout,2026-04-04 20:57:18
22,page_view,2026-04-04 20:58:18
8,page_view,2026-04-05 08:41:18
602,page_view,2026-04-05 14:44:18
849,page_view,2026-04-05 10:21:18
774,add_to_cart,2026-04-04 20:27:18
72,checkout,2026-04-05 13:01:18
753,page_view,2026-04-05 00:34:18
675,page_view,2026-04-05 01:08:18
570,add_to_cart,2026-04-04 20:49:18
930,page_view,2026-04-05 00:21:18
986,page_view,2026-04-05 05:40:18
571,add_to_cart,2026-04-05 15:04:18
388,add_to_cart,2026-04-05 08:44:18
462,page_view,2026-04-05 11:06:18
556,page_view,2026-04-05 17:11:18
575,purchase,2026-04-05 00:46:18
419,page_view,2026-04-05 15:28:18
432,page_view,2026-04-04 19:09:18
381,page_view,2026-04-05 11:27:18
50,page_view,2026-04-05 04:10:18
164,page_view,2026-04-05 03:44:18
128,add_to_cart,2026-04-05 02:50:18
463,page_view,2026-04-05 04:02:18
187,page_view,2026-04-04 21:16:18
388,page_view,2026-04-04 19:42:18
864,checkout,2026-04-04 19:39:18
771,page_view,2026-04-05 04:18:18
783,checkout,2026-04-05 14:09:18
487,page_view,2026-04-05 07:47:18
504,page_view,2026-04-05 15:47:18
125,add_to_cart,2026-04-05 04:12:18
458,page_view,2026-04-05 02:48:18
197,checkout,2026-04-05 10:27:18
572,page_view,2026-04-04 18:04:18
173,add_to_cart,2026-04-05 11:40:18
902,purchase,2026-04-05 09:16:18
620,page_view,2026-04-05 02:11:18
6,page_view,2026-04-04 22:00:18
783,page_view,2026-04-05 07:22:18
457,page_view,2026-04-04 20:54:18
6,page_view,2026-04-05 10:03:18
835,checkout,2026-04-05 03:59:18
401,add_to_cart,2026-04-05 01:31:18
452,page_view,2026-04-05 01:11:18
901,checkout,2026-04-05 09:56:18
291,purchase,2026-04-05 15:00:18
880,add_to_cart,2026-04-05 01:17:18
763,checkout,2026-04-04 17:53:18
316,page_view,2026-04-04 19:56:18
225,page_view,2026-04-05 13:19:18
233,page_view,2026-04-05 05:36:18
83,checkout,2026-04-04 23:17:18
47,page_view,2026-04-05 17:00:18
281,page_view,2026-04-04 20:29:18
248,page_view,2026-04-05 00:01:18
586,checkout,2026-04-05 00:33:18
494,page_view,2026-04-05 11:15:18
639,page_view,2026-04-04 18:52:18
355,add_to_cart,2026-04-05 15:51:18
459,page_view,2026-04-05 10:45:18
214,purchase,2026-04-05 09:07:18
721,page_view,2026-04-05 13:12:18
844,page_view,2026-04-05 01:12:18
54,page_view,2026-04-05 04:26:18
241,page_view,2026-04-05 09:27:18
187,add_to_cart,2026-04-05 13:08:18
953,checkout,2026-04-05 10:19:18
239,page_view,2026-04-05 16:14:18
700,page_view,2026-04-05 00:51:18
758,add_to_cart,2026-04-05 03:43:18
923,checkout,2026-04-05 16:18:18
263,page_view,2026-04-05 07:55:18
892,page_view,2026-04-05 17:13:18
63,page_view,2026-04-05 11:14:18
804,checkout,2026-04-05 16:00:18
720,page_view,2026-04-05 07:00:18
861,add_to_cart,2026-04-05 02:04:18
663,page_view,2026-04-05 01:20:18
71,page_view,2026-04-04 22:22:18
381,page_view,2026-04-05 14:15:18
911,page_view,2026-04-05 09:49:18
618,page_view,2026-04-05 14:45:18
27,purchase,2026-04-05 12:45:18
660,checkout,2026-04-05 03:39:18
164,page_view,2026-04-05 13:46:18
784,page_view,2026-04-05 01:40:18
868,add_to_cart,2026-04-05 09:39:18
34,page_view,2026-04-05 03:40:18
886,page_view,2026-04-05 08:36:18
692,checkout,2026-04-05 01:58:18
841,page_view,2026-04-05 07:48:18
116,add_to_cart,2026-04-05 10:09:18
148,add_to_cart,2026-04-05 11:02:18
50,page_view,2026-04-05 02:14:18
855,checkout,2026-04-05 12:52:18
954,page_view,2026-04-04 19:26:18
802,page_view,2026-04-05 06:41:18
618,add_to_cart,2026-04-05 07:50:18
147,page_view,2026-04-04 21:47:18
384,checkout,2026-04-04 21:17:18
415,page_view,2026-04-04 21:25:18
288,add_to_cart,2026-04-04 22:08:18
130,add_to_cart,2026-04-05 15:06:18
16,page_view,2026-04-05 13:25:18
927,add_to_cart,2026-04-05 15:21:18
907,add_to_cart,2026-04-05 17:26:18
327,page_view,2026-04-05 12:24:18
908,page_view,2026-04-04 20:41:18
971,purchase,2026-04-05 12:09:18
559,page_view,2026-04-05 07:12:18
711,page_view,2026-04-04 22:38:18
531,page_view,2026-04-04 19:30:18
818,add_to_cart,2026-04-05 09:17:18
195,page_view,2026-04-05 09:20:18
795,add_to_cart,2026-04-05 01:28:18
817,add_to_cart,2026-04-04 19:10:18
694,page_view,2026-04-04 22:50:18
381,page_view,2026-04-05 12:32:18
808,page_view,2026-04-05 00:34:18
361,add_to_cart,2026-04-05 12:27:18
421,add_to_cart,2026-04-04 20:29:18
534,page_view,2026-04-05 04:56:18
363,page_view,2026-04-05 11:54:18
162,page_view,2026-04-04 19:04:18
12,page_view,2026-04-05 07:42:18
858,page_view,2026-04-05 09:05:18
738,checkout,2026-04-04 23:47:18
60,checkout,2026-04-04 17:38:18
923,add_to_cart,2026-04-05 08:01:18
78,page_view,2026-04-05 08:43:18
524,add_to_cart,2026-04-04 18:46:18
125,page_view,2026-04-05 02:13:18
906,add_to_cart,2026-04-05 06:16:18
128,checkout,2026-04-04 21:56:18
454,checkout,2026-04-05 00:04:18
206,checkout,2026-04-04 18:30:18
440,checkout,2026-04-05 01:49:18
164,add_to_cart,2026-04-05 12:36:18
195,page_view,2026-04-05 15:27:18
400,page_view,2026-04-05 06:29:18
104,page_view,2026-04-05 05:40:18
396,page_view,2026-04-05 00:45:18
599,add_to_cart,2026-04-04 17:45:18
681,page_view,2026-04-05 08:14:18
610,page_view,2026-04-05 11:18:18
855,checkout,2026-04-05 14:04:18
847,checkout,2026-04-04 20:21:18
287,page_view,2026-04-05 09:34:18
83,page_view,2026-04-05 14:20:18
983,checkout,2026-04-05 13:19:18
724,add_to_cart,2026-04-04 21:05:18
797,page_view,2026-04-04 17:37:18
607,page_view,2026-04-05 03:33:18
508,page_view,2026-04-05 16:18:18
247,page_view,2026-04-05 01:50:18
855,page_view,2026-04-05 08:04:18
344,page_view,2026-04-05 16:36:18
730,page_view,2026-04-05 14:17:18
895,page_view,2026-04-04 22:35:18
129,page_view,2026-04-05 03:18:18
326,add_to_cart,2026-04-04 22:34:18
947,page_view,2026-04-05 14:22:18
675,add_to_cart,2026-04-04 18:22:18
204,add_to_cart,2026-04-05 12:54:18
73,checkout,2026-04-05 13:27:18
787,checkout,2026-04-05 06:05:18
171,page_view,2026-04-05 14:22:18
441,page_view,2026-04-05 16:38:18
111,add_to_cart,2026-04-04 23:43:18
211,page_view,2026-04-04 21:06:18
810,add_to_cart,2026-04-05 07:03:18
26,page_view,2026-04-04 23:09:18
924,checkout,2026-04-05 10:10:18
211,checkout,2026-04-05 10:15:18
780,page_view,2026-04-05 10:11:18
974,page_view,2026-04-04 23:44:18
411,purchase,2026-04-05 07:20:18
427,page_view,2026-04-05 02:28:18
942,add_to_cart,2026-04-04 18:17:18
938,page_view,2026-04-04 20:34:18
328,add_to_cart,2026-04-05 11:14:18
263,add_to_cart,2026-04-04 19:09:18
324,page_view,2026-04-05 06:38:18
939,purchase,2026-04-05 16:44:18
821,page_view,2026-04-04 19:57:18
601,checkout,2026-04-05 15:34:18
630,add_to_cart,2026-04-05 12:25:18
7,page_view,2026-04-05 08:47:18
348,purchase,2026-04-04 20:51:18
429,page_view,2026-04-05 05:03:18
367,page_view,2026-04-05 02:09:18
54,page_view,2026-04-05 03:05:18
164,page_view,2026-04-05 04:12:18
348,purchase,2026-04-05 05:30:18
750,page_view,2026-04-04 22:53:18
685,page_view,2026-04-04 20:49:18
947,page_view,2026-04-05 09:03:18
559,add_to_cart,2026-04-04 20:20:18
244,page_view,2026-04-04 19:06:18
87,page_view,2026-04-04 19:48:18
849,purchase,2026-04-04 21:37:18
330,page_view,2026-04-05 10:59:18
496,add_to_cart,2026-04-05 05:08:18
987,page_view,2026-04-05 08:57:18
748,page_view,2026-04-05 02:00:18
516,checkout,2026-04-05 10:23:18
502,page_view,2026-04-05 16:19:18
478,page_view,2026-04-05 14:21:18
291,page_view,2026-04-05 02:10:18
979,page_view,2026-04-05 04:54:18
635,add_to_cart,2026-04-05 11:13:18
658,page_view,2026-04-04 17:33:18
528,add_to_cart,2026-04-04 21:19:18
31,add_to_cart,2026-04-05 12:26:18
942,checkout,2026-04-04 23:47:18
489,checkout,2026-04-04 19:48:18
203,checkout,2026-04-05 13:02:18
222,page_view,2026-04-04 22:56:18
693,page_view,2026-04-05 13:17:18
257,page_view,2026-04-05 07:31:18
90,page_view,2026-04-05 07:48:18
44,page_view,2026-04-05 07:32:18
19,add_to_cart,2026-04-05 07:23:18
766,purchase,2026-04-05 16:57:18
970,checkout,2026-04-05 03:08:18
155,page_view,2026-04-04 20:20:18
405,page_view,2026-04-04 21:45:18
747,page_view,2026-04-05 12:59:18
770,add_to_cart,2026-04-05 14:38:18
950,page_view,2026-04-04 22:11:18
683,page_view,2026-04-05 10:28:18
421,purchase,2026-04-05 11:26:18
955,page_view,2026-04-05 07:50:18
891,add_to_cart,2026-04-05 02:49:18
98,checkout,2026-04-05 17:08:18
450,checkout,2026-04-05 15:16:18
426,checkout,2026-04-04 21:21:18
85,page_view,2026-04-05 15:06:18
863,add_to_cart,2026-04-04 17:34:18
224,page_view,2026-04-05 10:17:18
265,page_view,2026-04-05 10:34:18
453,add_to_cart,2026-04-04 23:33:18
480,checkout,2026-04-04 20:15:18
807,page_view,2026-04-05 02:05:18
123,page_view,2026-04-04 18:47:18
778,page_view,2026-04-05 01:15:18
35,page_view,2026-04-05 07:07:18
294,add_to_cart,2026-04-04 21:59:18
67,page_view,2026-04-05 15:28:18
340,page_view,2026-04-05 07:33:18
451,page_view,2026-04-05 00:10:18
333,purchase,2026-04-05 17:21:18
828,page_view,2026-04-05 00:33:18
327,page_view,2026-04-05 13:44:18
425,purchase,2026-04-05 15:37:18
997,page_view,2026-04-05 13:04:18
491,add_to_cart,2026-04-05 01:38:18
369,page_view,2026-04-05 17:18:18
345,page_view,2026-04-04 18:18:18
846,page_view,2026-04-05 02:41:18
791,purchase,2026-04-05 01:25:18
427,page_view,2026-04-04 21:16:18
141,page_view,2026-04-05 06:32:18
315,page_view,2026-04-04 22:54:18
179,page_view,2026-04-05 15:39:18
137,page_view,2026-04-05 09:42:18
732,page_view,2026-04-05 03:56:18
249,page_view,2026-04-05 12:07:18
922,add_to_cart,2026-04-05 07:24:18
429,page_view,2026-04-05 15:02:18
118,add_to_cart,2026-04-05 03:20:18
66,add_to_cart,2026-04-05 03:57:18
370,page_view,2026-04-05 07:42:18
495,page_view,2026-04-04 22:35:18
761,add_to_cart,2026-04-04 21:59:18
35,page_view,2026-04-05 08:32:18
750,purchase,2026-04-05 08:13:18
428,page_view,2026-04-05 05:45:18
563,checkout,2026-04-05 05:24:18
663,page_view,2026-04-04 19:51:18
850,checkout,2026-04-05 05:51:18
289,checkout,2026-04-05 02:39:18
692,checkout,2026-04-04 21:29:18
37,add_to_cart,2026-04-05 15:23:18
483,page_view,2026-04-05 12:36:18
845,add_to_cart,2026-04-05 00:30:18
310,page_view,2026-04-05 08:30:18
419,page_view,2026-04-05 03:30:18
236,checkout,2026-04-05 13:56:18
85,page_view,2026-04-05 16:05:18
921,page_view,2026-04-05 06:27:18
627,add_to_cart,2026-04-05 01:51:18
875,page_view,2026-04-04 21:48:18
589,add_to_cart,2026-04-04 20:41:18
917,page_view,2026-04-05 02:11:18
859,add_to_cart,2026-04-04 22:58:18
883,checkout,2026-04-05 10:15:18
682,page_view,2026-04-05 11:50:18
347,page_view,2026-04-05 06:41:18
245,add_to_cart,2026-04-05 08:37:18
90,add_to_cart,2026-04-04 21:29:18
343,page_view,2026-04-05 07:01:18
604,add_to_cart,2026-04-05 01:53:18
962,page_view,2026-04-05 12:33:18
134,purchase,2026-04-05 00:29:18
550,page_view,2026-04-04 23:11:18
654,page_view,2026-04-05 04:39:18
503,add_to_cart,2026-04-04 20:41:18
664,page_view,2026-04-04 20:25:18
884,page_view,2026-04-04 23:51:18
702,add_to_cart,2026-04-05 14:57:18
429,page_view,2026-04-04 22:20:18
491,add_to_cart,2026-04-05 13:49:18
915,checkout,2026-04-05 00:01:18
528,page_view,2026-04-05 03:29:18
641,page_view,2026-04-05 09:29:18
930,page_view,2026-04-05 02:58:18
439,page_view,2026-04-05 11:45:18
893,add_to_cart,2026-04-05 17:09:18
634,page_view,2026-04-05 02:57:18
48,page_view,2026-04-05 12:43:18
10,add_to_cart,2026-04-05 04:54:18
274,page_view,2026-04-05 11:09:18
329,add_to_cart,2026-04-05 08:54:18
191,checkout,2026-04-05 07:09:18
137,page_view,2026-04-04 20:57:18
272,page_view,2026-04-04 23:17:18
247,add_to_cart,2026-04-05 16:11:18
658,checkout,2026-04-05 08:45:18
772,purchase,2026-04-04 18:56:18
189,page_view,2026-04-05 00:18:18
67,page_view,2026-04-04 18:20:18
768,checkout,2026-04-04 22:29:18
267,page_view,2026-04-04 19:28:18
909,page_view,2026-04-05 06:37:18
268,page_view,2026-04-05 16:17:18
308,add_to_cart,2026-04-05 07:58:18
791,add_to_cart,2026-04-04 21:55:18
669,page_view,2026-04-05 14:31:18
197,checkout,2026-04-05 16:01:18
799,purchase,2026-04-05 05:02:18
183,page_view,2026-04-04 22:16:18
665,checkout,2026-04-05 02:59:18
732,page_view,2026-04-05 05:52:18
99,page_view,2026-04-05 02:44:18
852,checkout,2026-04-05 01:11:18
726,page_view,2026-04-05 02:36:18
367,purchase,2026-04-05 11:06:18
216,checkout,2026-04-05 00:11:18
217,page_view,2026-04-05 14:27:18
270,page_view,2026-04-05 03:00:18
612,page_view,2026-04-05 09:43:18
305,page_view,2026-04-05 15:39:18
232,checkout,2026-04-05 07:35:18
554,add_to_cart,2026-04-05 14:37:18
973,checkout,2026-04-05 08:24:18
548,page_view,2026-04-05 02:16:18
215,checkout,2026-04-04 22:20:18
921,page_view,2026-04-05 06:04:18
152,page_view,2026-04-04 18:03:18
115,page_view,2026-04-04 19:42:18
899,page_view,2026-04-04 21:17:18
78,page_view,2026-04-05 06:02:18
21,add_to_cart,2026-04-04 20:44:18
827,checkout,2026-04-04 22:34:18
736,checkout,2026-04-04 18:59:18
905,purchase,2026-04-05 06:21:18
191,page_view,2026-04-05 05:42:18
35,checkout,2026-04-05 13:33:18
616,checkout,2026-04-05 17:29:18
731,page_view,2026-04-05 01:23:18
172,page_view,2026-04-04 22:23:18
843,add_to_cart,2026-04-05 06:00:18
575,checkout,2026-04-05 11:07:18
209,page_view,2026-04-04 17:57:18
560,checkout,2026-04-05 11:18:18
687,page_view,2026-04-05 15:34:18
270,add_to_cart,2026-04-04 20:13:18
317,page_view,2026-04-05 02:38:18
24,page_view,2026-04-04 23:36:18
502,checkout,2026-04-04 18:51:18
79,purchase,2026-04-05 12:59:18
562,add_to_cart,2026-04-05 11:03:18
702,purchase,2026-04-04 18:25:18
866,checkout,2026-04-05 11:38:18
701,page_view,2026-04-04 20:44:18
884,add_to_cart,2026-04-05 00:25:18
546,page_view,2026-04-04 20:30:18
334,page_view,2026-04-04 22:48:18
82,page_view,2026-04-05 04:45:18
921,page_view,2026-04-05 10:58:18
347,page_view,2026-04-04 20:57:18
357,add_to_cart,2026-04-04 22:52:18
93,page_view,2026-04-05 04:53:18
22,page_view,2026-04-05 12:24:18
634,add_to_cart,2026-04-05 01:51:18
273,page_view,2026-04-05 09:07:18
130,purchase,2026-04-05 03:08:18
390,page_view,2026-04-05 12:05:18
69,purchase,2026-04-05 03:51:18
617,add_to_cart,2026-04-05 05:41:18
426,page_view,2026-04-05 13:05:18
875,purchase,2026-04-05 03:38:18
726,checkout,2026-04-05 14:53:18
422,checkout,2026-04-05 08:40:18
327,purchase,2026-04-05 15:53:18
513,page_view,2026-04-04 20:06:18
125,page_view,2026-04-05 16:31:18
544,checkout,2026-04-05 15:44:18
105,checkout,2026-04-05 12:12:18
464,page_view,2026-04-05 02:56:18
472,page_view,2026-04-05 17:17:18
440,checkout,2026-04-05 01:17:18
113,page_view,2026-04-05 12:35:18
189,add_to_cart,2026-04-04 23:07:18
658,checkout,2026-04-05 09:11:18
798,checkout,2026-04-05 03:44:18
708,purchase,2026-04-05 13:22:18
146,purchase,2026-04-04 19:30:18
582,page_view,2026-04-05 14:17:18
68,purchase,2026-04-05 16:38:18
882,page_view,2026-04-05 02:13:18
474,page_view,2026-04-04 19:28:18
435,page_view,2026-04-04 21:08:18
128,purchase,2026-04-04 17:35:18
934,purchase,2026-04-05 13:29:18
369,page_view,2026-04-05 16:07:18
982,add_to_cart,2026-04-05 01:39:18
828,page_view,2026-04-05 12:44:18
989,checkout,2026-04-04 20:54:18
126,page_view,2026-04-05 10:25:18
554,page_view,2026-04-04 21:48:18
112,checkout,2026-04-05 15:28:18
273,page_view,2026-04-05 09:39:18
985,checkout,2026-04-04 19:48:18
963,add_to_cart,2026-04-05 08:01:18
940,page_view,2026-04-04 22:32:18
893,page_view,2026-04-05 03:17:18
477,page_view,2026-04-05 12:09:18
179,page_view,2026-04-05 04:21:18
949,page_view,2026-04-05 16:29:18
54,page_view,2026-04-05 03:22:18
988,checkout,2026-04-05 07:44:18
704,purchase,2026-04-05 08:35:18
391,page_view,2026-04-04 18:59:18
108,page_view,2026-04-05 03:56:18
452,checkout,2026-04-05 00:10:18
327,add_to_cart,2026-04-05 17:28:18
10,page_view,2026-04-04 23:05:18
485,checkout,2026-04-04 21:56:18
800,page_view,2026-04-05 15:21:18
438,page_view,2026-04-04 23:28:18
198,checkout,2026-04-05 02:28:18
45,page_view,2026-04-05 08:35:18
410,page_view,2026-04-04 23:42:18
27,page_view,2026-04-05 01:15:18
548,page_view,2026-04-05 05:46:18
219,purchase,2026-04-04 22:16:18
567,checkout,2026-04-05 03:22:18
599,add_to_cart,2026-04-04 18:52:18
925,page_view,2026-04-05 16:11:18
579,page_view,2026-04-05 08:24:18
609,purchase,2026-04-05 07:47:18
515,checkout,2026-04-05 12:43:18
594,purchase,2026-04-05 07:13:18
1,add_to_cart,2026-04-04 21:26:18
736,purchase,2026-04-05 00:16:18
583,checkout,2026-04-05 06:20:18
740,add_to_cart,2026-04-05 01:34:18
209,page_view,2026-04-04 21:15:18
682,add_to_cart,2026-04-05 16:34:18
720,add_to_cart,2026-04-05 07:56:18
667,checkout,2026-04-05 14:23:18
498,page_view,2026-04-05 06:51:18
292,add_to_cart,2026-04-05 17:17:18
271,page_view,2026-04-05 10:06:18
790,page_view,2026-04-05 01:04:18
993,checkout,2026-04-05 08:33:18
101,page_view,2026-04-04 22:29:18
166,page_view,2026-04-05 11:46:18
424,page_view,2026-04-05 07:21:18
657,page_view,2026-04-05 03:45:18
130,page_view,2026-04-04 19:08:18
984,page_view,2026-04-04 18:49:18
273,page_view,2026-04-05 11:22:18
94,page_view,2026-04-04 18:45:18
661,page_view,2026-04-05 02:05:18
152,page_view,2026-04-05 02:17:18
274,checkout,2026-04-05 15:49:18
557,page_view,2026-04-05 16:17:18
14,checkout,2026-04-05 05:15:18
132,purchase,2026-04-04 17:42:18
376,add_to_cart,2026-04-05 15:43:18
620,page_view,2026-04-04 23:07:18
155,page_view,2026-04-05 00:53:18
247,checkout,2026-04-05 08:32:18
729,add_to_cart,2026-04-05 15:58:18
433,page_view,2026-04-04 22:15:18
450,purchase,2026-04-05 04:23:18
273,page_view,2026-04-05 07:42:18
177,page_view,2026-04-05 06:47:18
